critic,fresh,imdb,publication,quote,review_date,rtid,title
Kevin Thomas,none,0120613,Los Angeles Times,,2001-02-14,13121,A Walk on the Moon
Ruthe Stein,fresh,0120613,San Francisco Chronicle,,2000-01-01,13121,A Walk on the Moon
Paul Tatara,none,0120613,CNN.com,,2000-01-01,13121,A Walk on the Moon
Susan Stark,fresh,0120613,Detroit News,,2000-01-01,13121,A Walk on the Moon
Janet Maslin,none,0120613,New York Times,,2000-01-01,13121,A Walk on the Moon
Abby McGanney Nolan,none,0120613,Village Voice,,2000-01-01,13121,A Walk on the Moon
James Berardinelli,fresh,0120613,ReelViews,,2000-01-01,13121,A Walk on the Moon
Roger Ebert,rotten,0120613,Chicago Sun-Times,,2000-01-01,13121,A Walk on the Moon
Joe Baltake,none,0120613,Sacramento Bee,,2000-01-01,13121,A Walk on the Moon
,fresh,0120613,Entertainment Weekly,,1999-03-26,13121,A Walk on the Moon
Todd McCarthy,fresh,0133093,Variety,"A must-see among genre fans, especially guys in their teens and 20s, for whom the script's pretentious mumbo-jumbo of undergraduate mythology, religious mysticism and technobabble could even be a plus rather than a dramatic liability.",2007-06-05,12897,The Matrix
Jonathan Rosenbaum,rotten,0133093,Chicago Reader,"There's not much humor to keep it all life-size, and by the final stretch it's become bloated, mechanical, and tiresome.",2007-06-05,12897,The Matrix
Geoff Andrew,rotten,0133093,Time Out,"Another slice of overlong, high concept hokum.",2006-02-09,12897,The Matrix
Ray Conlogue,fresh,0133093,Globe and Mail,"For those who have been waiting for movies to catch up with the graphic possibilities of comic books, wait no longer: The Matrix is among us.",2003-04-25,12897,The Matrix
Peter Travers,rotten,0133093,Rolling Stone,The Matrix soars with its feet in the air -- the rest crash-lands.,2001-05-11,12897,The Matrix
Kenneth Turan,fresh,0133093,Los Angeles Times,An apocalypse of kinetic joy.,2001-02-14,12897,The Matrix
Jay Carr,rotten,0133093,Boston Globe,Silly and dense!,2000-01-01,12897,The Matrix
Kevin Maynard,fresh,0133093,Mr. Showbiz,The Matrix is too much of an outer-limits head-trip to resist!,2000-01-01,12897,The Matrix
Roger Ebert,fresh,0133093,Chicago Sun-Times,"The Matrix did not bore me. It interested me so much, indeed, that I wanted to be challenged even more.",2000-01-01,12897,The Matrix
Lisa Schwarzbaum,rotten,0133093,Entertainment Weekly,"A blast of Holly-Kong glitz that never approaches the stylistic cohesiveness of, say, John Woo's Face/Off or the charisma of that film's propulsive star John Travolta.",2000-01-01,12897,The Matrix
David Edelstein,fresh,0133093,Slate,"Keanu Reeves makes a lean, strikingly beautiful tabula rasa hero, twisting out of the way of bullets that elongate like silver beads of mercury, and he's partnered by the equally hard, blank, and androgynously gorgeous Carrie-Anne Moss.",2000-01-01,12897,The Matrix
Sean Means,fresh,0133093,Film.com,The Matrix serves up so much visual wizardry and thought-provoking ideas that even the inevitable Silver touch -- a finale with more bullets than the opening of Saving Private Ryan -- can't destroy the magic.,2000-01-01,12897,The Matrix
James Berardinelli,fresh,0133093,ReelViews,"The movie is kinetic, atmospheric, visually stunning, and mind-bending.",2000-01-01,12897,The Matrix
Steven Rea,fresh,0133093,Philadelphia Inquirer,As Keanu says: Whoa!,2000-01-01,12897,The Matrix
Rod Dreher,fresh,0133093,New York Post,A more technically dazzling synthesis of action choreography and cutting-edge computer graphics has not been seen since James Cameron's T2.,2000-01-01,12897,The Matrix
Susan Stark,fresh,0133093,Detroit News,The Matrix is the coolest -- a journey into a genuinely original vision of our cyberfuture that will have you checking your own reality by the time it's over.,2000-01-01,12897,The Matrix
John Anderson,rotten,0133093,Newsday,The Matrix is really about filmmaking style rather than context.,2000-01-01,12897,The Matrix
Robert Denerstein,rotten,0133093,Denver Rocky Mountain News,,2000-01-01,12897,The Matrix
Gemma Files,fresh,0133093,Film.com,"The Matrix is mainly also an exercise in outrageous style over substance featuring flowing trenchcoats, sunglasses at night, and LOTS of guns.",2000-01-01,12897,The Matrix
Janet Maslin,fresh,0133093,New York Times,The most salient things any prospective viewer need know is that Keanu Reeves makes a strikingly chic Prada model of an action hero.,2000-01-01,12897,The Matrix
Owen Gleiberman,fresh,0147800,Entertainment Weekly,,2011-09-07,10180,10 Things I Hate About You
Justine Elias,none,0147800,Village Voice,,2008-10-18,10180,10 Things I Hate About You
Dennis Harvey,rotten,0147800,Variety,At times the pic doesn't even seem certain which decade it's set in; the squeaky-clean high school environs often feel more '80s than '90s.,2008-05-16,10180,10 Things I Hate About You
Geoff Andrew,fresh,0147800,Time Out,Stiles grows into her character and Ledger is effortlessly charming.,2006-06-24,10180,10 Things I Hate About You
Steve Murray,fresh,0147800,Atlanta Journal-Constitution,"Stiles nails her feminazi, bound-for-Sarah Lawrence shtick, but just as easily melts into giggles or pulls off a slapstick drunk scene.",2005-03-06,10180,10 Things I Hate About You
Mick LaSalle,rotten,0147800,San Francisco Chronicle,The movie wimped out by blanding down the story and the characters to the point where she isn't really a shrew and he isn't really a maniac.,2002-06-18,10180,10 Things I Hate About You
Liam Lacey,rotten,0147800,Globe and Mail,"The notion of a contemporary high school as a hotbed of romantic intrigue is utterly apt, and the performances almost make the update work.",2002-03-19,10180,10 Things I Hate About You
Kevin Thomas,fresh,0147800,Los Angeles Times,"As satirical as it is romantic, this is one teen film that is wise enough to span generations in its appeal.",2001-02-14,10180,10 Things I Hate About You
Stephen Holden,fresh,0147800,New York Times,"Stiles, whose slightly rushed, impatient delivery sometimes recalls the young Jane Fonda, lets enough sweetness seep into her portrayal to lend even the nastiest retort a hint of forgiveness.",2000-01-01,10180,10 Things I Hate About You
James Berardinelli,fresh,0147800,ReelViews,"No one in this film is a big star, but everyone is a capable actor.",2000-01-01,10180,10 Things I Hate About You
,rotten,0147800,USA Today,,2000-01-01,10180,10 Things I Hate About You
Paul Tatara,fresh,0147800,CNN.com,Miller is outstanding as a father who is utterly convinced that dating is the first step towards instant and complete moral and sexual decay.,2000-01-01,10180,10 Things I Hate About You
Roger Ebert,rotten,0147800,Chicago Sun-Times,The high school romance genre has become so popular that it's running out of new ideas and has taken to recycling classic literature.,2000-01-01,10180,10 Things I Hate About You
Mary Elizabeth Williams,fresh,0147800,Salon.com,"Debut film director Gil Junger may be a TV veteran making a movie for the Clearasil crowd, but he doesn't sacrifice the story to gimmicky camerawork or overzealous pacing.",2000-01-01,10180,10 Things I Hate About You
,fresh,0147800,Entertainment Weekly,,1999-03-31,10180,10 Things I Hate About You
Jonathan Holland,none,0120274,Variety,,2012-02-23,10773,Tango
Owen Gleiberman,rotten,0120274,Entertainment Weekly,,2011-09-07,10773,Tango
Geoff Andrew,none,0120274,Time Out,,2006-02-09,10773,Tango
,none,0120274,Houston Chronicle,,2005-07-21,10773,Tango
Moira MacDonald,none,0120274,Seattle Times,,2003-12-31,10773,Tango
,none,0120274,Denver Post,,2003-12-05,10773,Tango
,rotten,0120274,Globe and Mail,,2002-03-19,10773,Tango
Kevin Thomas,none,0120274,Los Angeles Times,,2001-02-14,10773,Tango
Edward Guthmann,fresh,0120274,San Francisco Chronicle,,2000-01-01,10773,Tango
Joe Baltake,none,0120274,Sacramento Bee,,2000-01-01,10773,Tango
Roger Ebert,fresh,0120274,Chicago Sun-Times,,2000-01-01,10773,Tango
Jessica Winter,none,0120274,Village Voice,,2000-01-01,10773,Tango
James Berardinelli,fresh,0120274,ReelViews,,2000-01-01,10773,Tango
Susan Stark,fresh,0120274,Detroit News,,2000-01-01,10773,Tango
Janet Maslin,none,0120274,New York Times,,2000-01-01,10773,Tango
Lisa Schwarzbaum,rotten,0129280,Entertainment Weekly,,2011-09-07,11805,The Out-of-Towners
Joe Leydon,none,0129280,Variety,,2009-03-26,11805,The Out-of-Towners
,none,0129280,Time Out,,2006-01-26,11805,The Out-of-Towners
,none,0129280,Houston Chronicle,,2005-07-21,11805,The Out-of-Towners
Jeff Strickler,none,0129280,Minneapolis Star Tribune,,2002-11-06,11805,The Out-of-Towners
,rotten,0129280,Globe and Mail,,2002-03-22,11805,The Out-of-Towners
,none,0129280,Los Angeles Times,,2001-02-14,11805,The Out-of-Towners
Roger Ebert,rotten,0129280,Chicago Sun-Times,,2000-01-01,11805,The Out-of-Towners
Peter Stack,none,0129280,San Francisco Chronicle,,2000-01-01,11805,The Out-of-Towners
Lawrence Van Gelder,none,0129280,New York Times,,2000-01-01,11805,The Out-of-Towners
James Berardinelli,rotten,0129280,ReelViews,,2000-01-01,11805,The Out-of-Towners
Stephanie Zacharek,none,0129280,Salon.com,,2000-01-01,11805,The Out-of-Towners
Joe Baltake,none,0129280,Sacramento Bee,,2000-01-01,11805,The Out-of-Towners
Susan Stark,fresh,0129280,Detroit News,,2000-01-01,11805,The Out-of-Towners
,rotten,0129280,Entertainment Weekly,,1999-04-02,11805,The Out-of-Towners
Brendan Kelly,none,0120449,Variety,,2009-03-26,15518,La vie rêvée des anges
,none,0120449,Time Out,,2006-01-26,15518,La vie rêvée des anges
,none,0120449,Houston Chronicle,,2005-07-21,15518,La vie rêvée des anges
,fresh,0120449,Globe and Mail,,2002-03-22,15518,La vie rêvée des anges
Kenneth Turan,fresh,0120449,Los Angeles Times,"Frank, intimate, touching, with an emotional immediacy that is killing.",2001-02-14,15518,La vie rêvée des anges
Joe Baltake,fresh,0120449,Sacramento Bee,It's a compelling work about loneliness and two ways of dealing with it.,2000-01-01,15518,La vie rêvée des anges
Mick LaSalle,fresh,0120449,San Francisco Chronicle,There's not a single encounter in The Dreamlife of Angels that isn't vivid and emotionally full.,2000-01-01,15518,La vie rêvée des anges
Stanley Kauffmann,fresh,0120449,The New Republic,"Completely absorbing, almost rudely poignant.",2000-01-01,15518,La vie rêvée des anges
Janet Maslin,fresh,0120449,New York Times,As raw and immediate as it is heartfelt.,2000-01-01,15518,La vie rêvée des anges
Amy Taubin,fresh,0120449,Village Voice,It's so graceful and intelligent and complicated in its depiction of human interaction that it takes the notion of a remarkably assured directorial debut to a new level.,2000-01-01,15518,La vie rêvée des anges
Charles Taylor,fresh,0120449,Salon.com,Heralds a humanist cinema that neither shortchanges our minds nor cheapens what's in our hearts.,2000-01-01,15518,La vie rêvée des anges
James Berardinelli,fresh,0120449,ReelViews,We aren't just watching Isa and Marie endure the tiny triumphs and hardships of their lives; we're experiencing those ups and downs alongside them.,2000-01-01,15518,La vie rêvée des anges
Elizabeth Weitzman,fresh,0120449,Film.com,[Bouchez and Regnier have] fleshed out portraits of a depth rarely seen on screen.,2000-01-01,15518,La vie rêvée des anges
Lisa Schwarzbaum,fresh,0120449,Entertainment Weekly,"In an American indie, the two girls would be cute slackers; in Dreamlife, they're imbued with the inchoate sadness of feminine existential loneliness.",2000-01-01,15518,La vie rêvée des anges
Peter Rainer,none,0120449,New York Magazine,,2000-01-01,15518,La vie rêvée des anges
Susan Stark,fresh,0120449,Detroit News,Zonca shows an extraordinary ability to get into the female psyche.,2000-01-01,15518,La vie rêvée des anges
Roger Ebert,fresh,0120449,Chicago Sun-Times,The movie understands what few American movies admit: Not everyone can afford the luxury of following their hearts.,2000-01-01,15518,La vie rêvée des anges
Geoff Andrew,none,0116932,Time Out,,2006-02-09,21766,"Love, etc."
Leslie Camhi,none,0116932,Village Voice,,2000-01-01,21766,"Love, etc."
Lawrence Van Gelder,fresh,0116932,New York Times,,2000-01-01,21766,"Love, etc."
Owen Gleiberman,fresh,0119665,Entertainment Weekly,,2011-09-07,16298,Metroland
David Rooney,none,0119665,Variety,,2008-09-05,16298,Metroland
Derek Adams,none,0119665,Time Out,,2006-06-24,16298,Metroland
,none,0119665,Houston Chronicle,,2005-07-21,16298,Metroland
Kevin Thomas,none,0119665,Los Angeles Times,,2001-02-14,16298,Metroland
James Berardinelli,rotten,0119665,ReelViews,,2000-01-01,16298,Metroland
Joe Baltake,none,0119665,Sacramento Bee,,2000-01-01,16298,Metroland
Justine Elias,none,0119665,Village Voice,,2000-01-01,16298,Metroland
Stanley Kauffmann,none,0119665,The New Republic,,2000-01-01,16298,Metroland
Roger Ebert,fresh,0119665,Chicago Sun-Times,,2000-01-01,16298,Metroland
Janet Maslin,none,0119665,New York Times,,2000-01-01,16298,Metroland
Peter Stack,fresh,0119665,San Francisco Chronicle,,2000-01-01,16298,Metroland
,fresh,0119665,Entertainment Weekly,,1999-12-01,16298,Metroland
David Stratton,none,0127302,Variety,,2009-03-26,21993,The Sticky Fingers of Time
Derek Adams,none,0127302,Time Out,,2006-02-09,21993,The Sticky Fingers of Time
James Berardinelli,fresh,0127302,ReelViews,,2001-06-25,21993,The Sticky Fingers of Time
Amy Taubin,none,0127302,Village Voice,,2001-06-25,21993,The Sticky Fingers of Time
Anita Gates,fresh,0127302,New York Times,,2001-06-25,21993,The Sticky Fingers of Time
Dennis Harvey,rotten,0154506,Variety,"Entertaining, but material doesn't develop the full, edgy potential that similar paranoid-triangle efforts realized.",2009-03-26,13887,Following
,none,0154506,Time Out,,2006-01-26,13887,Following
Janet Maslin,none,0154506,New York Times,,2003-05-20,13887,Following
Jay Carr,rotten,0154506,Boston Globe,,2002-06-18,13887,Following
Mick LaSalle,fresh,0154506,San Francisco Chronicle,Audiences will walk out of the theater shocked to find that only 70 minutes have gone by.,2001-06-25,13887,Following
Joe Baltake,none,0154506,Sacramento Bee,,2001-06-25,13887,Following
Michael Atkinson,none,0154506,Village Voice,,2001-06-25,13887,Following
Kevin Thomas,none,0154506,Los Angeles Times,,2001-06-25,13887,Following
Joe Morgenstern,none,0139239,Wall Street Journal,,2010-11-06,13459,Go
,none,0139239,Time Out,,2006-06-24,13459,Go
,none,0139239,Houston Chronicle,,2005-07-21,13459,Go
Liam Lacey,fresh,0139239,Globe and Mail,Tickled. That's the square old word that comes to mind in response to the self-consciously hip Go.,2002-03-19,13459,Go
Mick LaSalle,fresh,0139239,San Francisco Chronicle,"Good writing, good direction, good acting. What a concept.",2000-01-01,13459,Go
Joe Baltake,none,0139239,Sacramento Bee,,2000-01-01,13459,Go
Mary Elizabeth Williams,none,0139239,Salon.com,,2000-01-01,13459,Go
Roger Ebert,fresh,0139239,Chicago Sun-Times,"An entertaining, clever black comedy!",2000-01-01,13459,Go
J. Hoberman,fresh,0139239,Village Voice,"A disaster film with an exceedingly witty premise. Instead of a terrorist, volcano, or extraterrestrial invasion, catastrophe is precipitated by the madcap behavior of rash and reckless American youth.",2000-01-01,13459,Go
Susan Stark,rotten,0139239,Detroit News,,2000-01-01,13459,Go
Frank Scheck,fresh,0139239,Hollywood Reporter,Supremely Entertaining!,2000-01-01,13459,Go
Rod Dreher,fresh,0139239,New York Post,Flat-out the best thing I've seen all year!,2000-01-01,13459,Go
Janet Maslin,fresh,0139239,New York Times,"Derivative as it is, Go has a powerful personality of its own.",2000-01-01,13459,Go
Todd McCarthy,fresh,0139239,Variety,An overly calculated concoction that nonetheless delivers a pretty good rush!,2000-01-01,13459,Go
