Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
MCKENZIE REGIONAL HOSPITAL,440182,TN,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
DAVIE MEDICAL CENTER,340187,NC,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,050301,CA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
PERSON MEMORIAL HOSPITAL,340159,NC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
STONEWALL JACKSON MEMORIAL HOSPITAL,510038,WV,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KERN MEDICAL CENTER,050315,CA,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HIGHLAND HOSPITAL,050320,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
INSTITUTE FOR ORTHOPAEDIC SURGERY,360263,OH,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
MOTION PICTURE & TELEVISION HOSPITAL,050552,CA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
THREE GABLES SURGERY CENTER,360261,OH,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAY PARK COMMUNITY HOSPITAL,360259,OH,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
EDWIN SHAW REHAB INSTITUTE,360241,OH,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BEAR RIVER VALLEY HOSPITAL,460039,UT,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BEAVER VALLEY HOSPITAL,460035,UT,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SEVIER VALLEY MEDICAL CENTER,460026,UT,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SAN LEANDRO HOSPITAL,050773,CA,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COLLEGE MEDICAL CENTER,050776,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COLLEGE MEDICAL CENTER,050776,CA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COLLEGE MEDICAL CENTER,050776,CA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
WARREN MEMORIAL HOSPITAL,490033,VA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
NOCONA GENERAL HOSPITAL,450641,TX,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BELMONT COMMUNITY HOSPITAL,360153,OH,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
RIVER PARK HOSPITAL,440151,TN,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BAPTIST REHABILITATION GERMANTOWN,440147,TN,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAPTIST REHABILITATION GERMANTOWN,440147,TN,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
LOS ANGELES COMMUNITY HOSPITAL,050663,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,050668,CA,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,050677,CA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL-SANTA ROSA,050690,CA,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL-SANTA ROSA,050690,CA,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KECK HOSPITAL OF USC,050696,CA,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
NATIONAL JEWISH HEALTH,060107,CO,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HELEN HAYES HOSPITAL,330405,NY,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
"ANIMAS SURGICAL HOSPITAL, LLC",060117,CO,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CASTLE ROCK ADVENTIST HOSPITAL,060125,CO,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CHESTERFIELD GENERAL HOSPITAL,420062,SC,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CHESTERFIELD GENERAL HOSPITAL,420062,SC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
PATIENTS' HOSPITAL OF REDDING,050697,CA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - FRESNO,050710,CA,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
MARLBORO PARK HOSPITAL,420054,SC,READM-30-HIP-KNEE-HRRP,0,7,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - FRESNO,050710,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,050723,CA,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HERITAGE MEDICAL CENTER,440137,TN,READM-30-HIP-KNEE-HRRP,0,7,,,,,07/01/2010,06/30/2013
WHITTIER HOSPITAL MEDICAL CENTER,050735,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CHAPMAN MEDICAL CENTER,050745,CA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL MANTECA,050748,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
MIRACLE MILE MEDICAL CENTER,050751,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
MENLO PARK SURGICAL HOSPITAL,050754,CA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
MENLO PARK SURGICAL HOSPITAL,050754,CA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ST BARNABAS HOSPITAL,330399,NY,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,330395,NY,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ROCKEFELLER UNIVERSITY HOSPITAL,330387,NY,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
ROCKEFELLER UNIVERSITY HOSPITAL,330387,NY,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
NORTH CENTRAL BRONX HOSPITAL,330385,NY,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,420038,SC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LATIMER COUNTY GENERAL HOSPITAL,370072,OK,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
CRAIG GENERAL HOSPITAL,370065,OK,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
CRAIG GENERAL HOSPITAL,370065,OK,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
NOVANT HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
WESTERN PENNSYLVANIA HOSPITAL,390090,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
NYE REGIONAL MEDICAL CENTER,290020,NV,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
COMMUNITY HOSPITAL,060054,CO,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
VAIL VALLEY MEDICAL CENTER,060096,CO,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - SAN DIEGO,050515,CA,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CAPITAL HOSPICE,490129,VA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
CAPITAL HOSPICE,490129,VA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,050541,CA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
COLLEGE HOSPITAL COSTA MESA,050543,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
LANTERMAN DEVELOPMENTAL CENTER,050545,CA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
RAPPAHANNOCK GENERAL HOSPITAL,490123,VA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CORNERSTONE REGIONAL HOSPITAL,450825,TX,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
WILBARGER GENERAL HOSPITAL,450584,TX,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HEMPHILL COUNTY HOSPITAL,450578,TX,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HEMPHILL COUNTY HOSPITAL,450578,TX,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BEAVER DAM COMMUNITY HOSPITAL,520076,WI,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HARDIN MEDICAL CENTER,440109,TN,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,450797,TX,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
STEPHENS MEMORIAL HOSPITAL,450498,TX,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SOUTHERN PALMETTO HOSPITAL,420016,SC,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BRISTOW MEDICAL CENTER,370041,OK,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BRISTOW MEDICAL CENTER,370041,OK,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
EASTERN OKLAHOMA MEDICAL CENTER,370040,OK,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
LAKEWAY REGIONAL HOSPITAL,440067,TN,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,190259,LA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
LAKE AREA MEDICAL CENTER,190201,LA,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
VILLA FELICIANA MEDICAL COMPLEX,190199,LA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SPEARFISH REGIONAL SURGERY CENTER,430094,SD,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,520063,WI,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HEALTHMARK REGIONAL MEDICAL CENTER,100081,FL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
UPSON REGIONAL MEDICAL CENTER,110002,GA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CONTINUECARE HOSPITAL OF MIDLAND,670091,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
CRESCENT MEDICAL CENTER LANCASTER,670090,TX,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
NIX COMMUNITY GENERAL HOSPITAL,670089,TX,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
INTEGRIS BLACKWELL REGIONAL HOSPITAL,370030,OK,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
TEXAS SPINE AND JOINT HOSPITAL,450864,TX,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
TEXAS SPINE AND JOINT HOSPITAL,450864,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
EASTERN STATE HOSPITAL,490109,VA,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
EASTERN STATE HOSPITAL,490109,VA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,450766,TX,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
HAMILTON GENERAL HOSPITAL,450754,TX,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KNOX COUNTY HOSPITAL,450746,TX,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SOMERSET HOSPITAL,390039,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
FLORIDA STATE HOSPITAL UNIT 31 MED,100298,FL,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,OK,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SACRED HEART HOSPITAL ON THE GULF,100313,FL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
UNITED MEDICAL CENTER,090008,DC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
EL PASO SPECIALTY HOSPITAL,450845,TX,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP,430089,SD,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP,430089,SD,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-PN-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SAINT JAMES HOSPITAL,140161,IL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
TRUSTPOINT HOSPITAL,440231,TN,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
JACKSON PARK HOSPITAL,140177,IL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,440033,TN,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
WELCH COMMUNITY HOSPITAL,510086,WV,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
WELCH COMMUNITY HOSPITAL,510086,WV,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
WETZEL COUNTY HOSPITAL,510072,WV,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SOUTHWEST REGIONAL MEDICAL CENTER,360116,OH,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SONOMA DEVELOPMENTAL CENTER,050547,CA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COLLEGE HOSPITAL COSTA MESA,050543,CA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
TURNING POINT HOSPITAL,110209,GA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HARLEM HOSPITAL CENTER,330240,NY,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ST MARYS JANESVILLE HOSPITAL,520208,WI,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
KAISER FOUNDATION HOSPITAL - WESTSIDE,380103,OR,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAYLOR MEDICAL CENTER AT UPTOWN,450422,TX,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,450419,TX,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
EASTLAND MEMORIAL HOSPITAL,450411,TX,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
OSS ORTHOPAEDIC HOSPITAL,390325,PA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
OSS ORTHOPAEDIC HOSPITAL,390325,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BUCKS COUNTY SPECIALTY HOSPITAL,390322,PA,READM-30-PN-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COFFEE REGIONAL MEDICAL CENTER,110089,GA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BUCKS COUNTY SPECIALTY HOSPITAL,390322,PA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,390321,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,390321,PA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
EMANUEL MEDICAL CENTER,110109,GA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
USPHS LAWTON INDIAN HOSPITAL,370170,OK,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GRADY GENERAL HOSPITAL,110121,GA,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GRADY GENERAL HOSPITAL,110121,GA,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HIP-KNEE-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SURGICAL INSTITUTE OF READING,390316,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COORDINATED HEALTH ORTHOPEDIC HOSPITAL,390314,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
COORDINATED HEALTH ORTHOPEDIC HOSPITAL,390314,PA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
EDGEWOOD SURGICAL HOSPITAL,390307,PA,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BARIX CLINICS OF PENNSYLVANIA,390302,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BARIX CLINICS OF PENNSYLVANIA,390302,PA,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
EAGLEVILLE HOSPITAL,390278,PA,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,670087,TX,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
TEXAS GENERAL HOSPITAL,670083,TX,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAPTIST EMERGENCY HOSPITAL,670078,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
METHODIST HOSPITAL FOR SURGERY,670073,TX,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
ST JOSEPHS HOSPITAL,140145,IL,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
"WESTBURY COMMUNITY HOSPITAL, LLC",670072,TX,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,670067,TX,READM-30-COPD-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
"BASIN HEALTHCARE CENTER, LLC",670066,TX,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
BAYLOR EMERGENCY MEDICAL CENTER,670062,TX,READM-30-HIP-KNEE-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
IDAHO DOCTORS HOSPITAL,130067,ID,READM-30-HF-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
BAYLOR EMERGENCY MEDICAL CENTER,670062,TX,READM-30-COPD-HRRP,0,7,,,,,07/01/2010,06/30/2013
SOUTH TEXAS SURGICAL HOSPITAL,670061,TX,READM-30-AMI-HRRP,Not Available,5,,,,,07/01/2010,06/30/2013
KAISER SUNNYSIDE MEDICAL CENTER,380091,OR,READM-30-COPD-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
SANTIAM MEMORIAL HOSPITAL,380056,OR,READM-30-HF-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-AMI-HRRP,Not Available,1,,,,,07/01/2010,06/30/2013
